"source","rank.set.level","no.estimates","mean.percent.error","abs.mean.percent.error","mean.abs.per.error","max.abs.per.error","root.mean.sqrd.error","no.abs.error.over.5","percent.abs.error.over.5","mean.abs.scaled.error","r.correlation","real.CV","fit.CV","mean.CV","rel.abs.MPE","rel.MAPE","rel.RMSE","rel.MASE","rel.cor","rel.over.5","rel.sum","rel.sumMASE","rel.sumRed","rel.sum.5","sys.meth.set","rank.filter","rank.method","rank.set","special.level"
"All_ROM_Gen_Model",1,14,0.848552588921384,0.848552588921384,0.859461645670391,2.91812718492134,125314.48850162,9,0.642857142857143,3.36470018514008,0.745907408905471,0.6,6.5,6.5,1,1,1,1,0.396223589155681,1,0.84905589728892,0.879244717831136,1,0.879244717831136,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"All_ROM_Size_Model",3,14,0.477201568377817,0.477201568377817,0.547456812600206,2.0896491050576,84278.6236703576,6,0.428571428571429,2.09478146484935,0.744231233567456,0.4,4.3,4.3,0.494942921072137,0.416156219195484,0.563728816055333,0.471221555630845,0.411393420118342,0.5,0.471555344110324,0.471488586414428,0.491609318774318,0.477244275288259,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"All_ROM_WC_Model",4,14,0.241864940760714,0.241864940760714,0.390608879569986,1.57642673774247,61173.4055069829,3,0.214285714285714,1.50340463960059,0.741443864655017,0.3,3.3,3.3,0.174872628724351,0.122652143214913,0.318086597355073,0.224979561797239,0.436619847374076,0,0.263057804167103,0.25544215569313,0.205203789764779,0.210446243333683,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"Individual_Data_Model",5,14,0.131183335350013,0.131183335350013,0.341736126418485,0.997082704552297,39752.8002400228,3,0.214285714285714,1.11877013316698,0.707293303975775,1.1,12,12,0.0243397764436431,0.031198261883916,0.0903542744454677,0.064822511812102,0.745691470750826,0,0.222895945880963,0.191281259067191,0.0486307709243423,0.17831675670477,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"Individual_Inverse_Data_Model",5,14,0.113287138664014,0.113287138664014,0.368391885083406,1.67393765952303,63254.1154979764,3,0.214285714285714,1.43422570656599,0.679193736747676,3.8,44.2,44.2,0,0.0810782549788921,0.340207583837236,0.196174309926645,1,0,0.355321459704032,0.323492029748555,0.140428612938709,0.284257167763226,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"Inverse_SM_Aerial_Data_Model",2,14,0.421914213870432,0.421914213870432,0.496293896613714,1.78948113361965,71416.7856177011,4,0.285714285714286,1.80204383896,0.745191629540983,3.6,42.7,42.7,0.419749187315121,0.320416835889784,0.426988690362596,0.349329229804943,0.402701582071809,0.166666666666667,0.392464073909827,0.383837105088851,0.389051571189167,0.347304592461195,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"Inverse_SM_Both_Data_Model",2,14,0.222771316707787,0.222771316707787,0.374765996496754,1.52157544831006,59018.8551608087,3,0.214285714285714,1.45004018833501,0.748662162601681,3.2,37.3,37.3,0.148904287567776,0.093005907734198,0.295180580039272,0.202759264486898,0.371292338249214,0,0.227095778397615,0.222228475615471,0.179030258447082,0.181676622718092,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"MoR_Clarity_Model",4,14,0.268166010257339,0.268166010257339,0.393226827083035,1.38352251522172,54666.7489173701,4,0.285714285714286,1.41743813012654,0.758710818190581,29.6,Inf,29.6,0.210643477861107,0.127551017244926,0.248911333581684,0.189184170784241,0.280349342472777,0.166666666666667,0.216863792790124,0.211327868388947,0.195701942895906,0.206824367565432,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"SM_Data_Model",2,14,0.252971431529086,0.252971431529086,0.362382972945379,1.15863874613375,39370.8497145725,3,0.214285714285714,1.09278722856201,0.759895119214834,0.6,6.6,6.6,0.189978045094024,0.0698339869120624,0.0862935824475851,0.0540035517812869,0.269631104386719,0,0.153934179710097,0.133948054124335,0.115368538151224,0.123147343768078,"05_Individual - Stellako River - Aerial","Stellako River","Aerial","05_Individual_Specific",5
"All_Clarity_Model",1,12,0.266398514429678,0.266398514429678,0.487955612892392,1.20899513771325,59629.2787700996,4,0.333333333333333,1.195231659696,0.914656796486841,1,11.3,11.3,0.333779051965576,0.117810345805127,0,0.000520557152730527,0.614368239164616,0,0.26648940923383,0.21329563881761,0.150529799256901,0.213191527387064,"05_Individual - Tachie River - Aerial","Tachie River","Aerial","05_Individual_Specific",5
"All_Minimal_Model",1,12,0.269942558864447,0.269942558864447,0.489064745892763,1.19544705342383,61794.7956389421,4,0.333333333333333,1.1976931284222,0.916654052024214,1,12,12,0.338227098563871,0.119601943257497,0.00618716871663347,0.001126602337374,0.541378204598353,0,0.251348603784088,0.201304203494746,0.154672070179334,0.201078883027271,"05_Individual - Tachie River - Aerial","Tachie River","Aerial","05_Individual_Specific",5
"All_ROM_Agg_Model",2,12,0.797219536878694,0.797219536878694,1.03409707829734,2.66249455027393,409630.542356255,8,0.666666666666667,5.25464414805983,0.926005371831855,0.7,8.1,8.1,1,1,1,1,0.199632672678163,0.8,0.799908168169541,0.839926534535633,1,0.799926534535633,"05_Individual - Tachie River - Aerial","Tachie River","Aerial","05_Individual_Specific",5
