"source","rank.set.level","no.estimates","mean.percent.error","abs.mean.percent.error","mean.abs.per.error","max.abs.per.error","root.mean.sqrd.error","no.abs.error.over.5","percent.abs.error.over.5","mean.abs.scaled.error","r.correlation","real.CV","fit.CV","mean.CV","rel.abs.MPE","rel.MAPE","rel.RMSE","rel.MASE","rel.cor","rel.over.5","rel.sum","rel.sumMASE","rel.sumRed","rel.sum.5","sys.meth.set","rank.filter","rank.method","rank.set","special.level"
"All_ROM_GenB_Model",1,17,-0.0415310676509466,0.0415310676509466,0.42744483763706,0.865616862207598,110945.645169251,7,0.411764705882353,1.33036533662578,0.904178891309605,0.5,5.6,5.6,0,0,0.170372346674877,0.130858671583773,0.100680619046847,0.333333333333333,0.0677632414304312,0.0803823274610996,0.0567907822249591,0.120877259811012,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"All_ROM_Gen_Model",1,17,0.262925208792103,0.262925208792103,0.598932689186761,1.55922994703631,200117.249985534,9,0.529411764705882,2.06911492068107,0.901578831207367,0.6,6.5,6.5,0.327884926218506,0.314152297765697,0.474536354937386,0.406492274701789,0.175405721305099,0.666666666666667,0.322994825056672,0.339694314985695,0.372191192973863,0.391729193378671,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"All_ROM_Size_Model",3,17,0.625640403411871,0.625640403411871,0.898730983948293,2.45295717354713,323928.441771398,11,0.647058823529412,3.33828769660189,0.896886457621011,0.7,8.2,8.2,0.865066462338771,0.863359266740272,0.896855863921595,0.88003117442748,0.310263410084132,1,0.733886250771192,0.76311523550245,0.875093864333546,0.787109000616954,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"All_ROM_WC_Model",4,17,0.235110277642617,0.235110277642617,0.602620449427968,1.5664635847588,198791.616736141,9,0.529411764705882,2.07772230876755,0.895369750112777,0.6,6.5,6.5,0.286690987658464,0.320907985372224,0.470014624915234,0.409703762657815,0.353853219239349,0.666666666666667,0.357866704296318,0.368234115968617,0.35920453264864,0.419626696770387,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"Inverse_LXL_Aerial_Data_Model",2,17,0.450698020472113,0.450698020472113,0.65135713223319,1.64044925193681,164612.873993872,11,0.647058823529412,1.8549127441588,0.902144218956761,5.5,73.1,73.1,0.605976632648473,0.410189766853409,0.353431062117636,0.326571664274569,0.159156613312322,1,0.38218851873296,0.371065147841282,0.456532487206506,0.505750814986368,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"Inverse_LXL_Both_Data_Model",2,17,0.378130128197595,0.378130128197595,0.593684989208409,1.52934691853125,130539.22265722,11,0.647058823529412,1.58219394358023,0.907682073677261,4.9,63.5,63.5,0.498503517589424,0.304538922874785,0.237205965708888,0.224818015590455,0,1,0.260062101543274,0.25301328435271,0.346749468724366,0.408049681234619,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"LXL_Data_Model",2,17,0.310839646935442,0.310839646935442,0.537179591267835,1.45400108397491,60997.6725077282,5,0.294117647058824,0.994089901305232,0.898932444927396,1,11.7,11.7,0.398846253083126,0.201025464406553,0,0.0053915148123563,0.251462226774144,0,0.212833486065956,0.171345091815236,0.199957239163227,0.170266788852765,"04_SizeClarity_Specific - X-Large_Pt_Turb_Tannic - Aerial","X-Large_Pt_Turb_Tannic","Aerial","04_SizeClarity_Specific",4
"All_Clarity_Model",1,10,0.184183962430431,0.184183962430431,0.591265450136698,2.2144453463363,63890.5815295278,2,0.2,0.77894105034164,0.929501123088319,1.1,12.4,12.4,0.317901604630284,0.716813511754525,0.137907417919683,0.132304078454451,0.736371221955842,0,0.477248439065084,0.408259566942957,0.390874178101497,0.381798751252067,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_Minimal_Model",1,10,0.25668714401619,0.25668714401619,0.596444457506243,2.42025025262917,63095.2439138354,2,0.2,0.71479178896013,0.917245440151415,1.1,12.1,12.1,0.501308617119135,0.757902617169854,0.132229486630135,0.0704704025797342,1,0,0.597860180229781,0.492382224699772,0.463813573639708,0.478288144183825,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_ROM_Agg_Model",2,10,-0.066071131548337,0.066071131548337,0.626959216032899,1.33791810697189,184648.411058044,7,0.7,1.6791309821787,0.955095188394811,0.7,8,8,0.0191185584950977,1,1,1,0.185824002623337,1,0.551235640279609,0.640988512223687,0.673039519498366,0.640988512223687,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_ROM_GenB_Model",1,10,-0.453826344953028,0.453826344953028,0.510614965095812,0.87099509281876,57112.6121761487,5,0.5,0.804395276181526,0.958998966046616,0.5,5.5,5.5,1,0.0769503014550112,0.089519357916203,0.156839487223459,0.10185086645462,0.6,0.317080131456459,0.285032002609859,0.388823219790405,0.373664105165167,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_ROM_Gen_Model",1,10,-0.294504308360132,0.294504308360132,0.509526363814633,0.843873915122665,97483.4880045658,6,0.6,1.04056339125394,0.957448768531619,0.6,6.4,6.4,0.596972462228032,0.0683135783136972,0.377727855200806,0.384482680065259,0.135196758210273,0.8,0.294552663488202,0.312538666803614,0.347671298580845,0.395642130790562,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_ROM_Size_Model",3,10,-0.114473508488754,0.114473508488754,0.602115168796456,1.20266222376102,166486.268389105,7,0.7,1.54135419932644,0.955149432780007,0.8,8.1,8.1,0.141559190172767,0.802892793347935,0.870340096946843,0.867196523381897,0.184657165894727,1,0.499862311590568,0.573329153948834,0.604930693489182,0.599889849272455,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"Inverse_LXL_Aerial_Data_Model",2,10,-0.05851331628589,0.05851331628589,0.521071223077182,0.710831534670622,76054.6972946112,7,0.7,0.876849480244542,0.962207119703071,6,73.9,73.9,0,0.159907952562597,0.224747285856927,0.226678323607698,0.0328411154204588,1,0.104374088459996,0.128834935489536,0.128218412806508,0.283499270767997,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"Inverse_LXL_Both_Data_Model",2,10,-0.0863924440180049,0.0863924440180049,0.500915893424721,0.704115721288604,60696.7139306662,7,0.7,0.7853472035403,0.963733850968427,5.4,64.4,64.4,0.0705241813711881,0,0.115106332674315,0.138478989777808,0,1,0.0464076285113758,0.0648219007646622,0.0618768380151678,0.237126102809101,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"LXL_Data_Model",2,10,0.162872683322885,0.162872683322885,0.549996018806746,1.96185007542891,44573.1661961577,2,0.2,0.64168236742247,0.954649747667858,1.2,13.3,13.3,0.263991721671454,0.389390920252052,0,0,0.195405761154647,0,0.212197100769538,0.169757680615631,0.217794213974502,0.169757680615631,"04_SizeClarity_Specific - X-Large_Clear - Aerial","X-Large_Clear","Aerial","04_SizeClarity_Specific",4
"All_Clarity_Model",1,46,0.058034402813999,0.058034402813999,0.181861041609675,0.606341760813377,1888.05986482426,1,0.0217391304347826,0.905780784221086,0.95634315384694,0.9,6.9,6.9,0.180644772647444,0.32523733188135,0.181688248654549,0.163669707985718,0.634279664127574,0.111111111111111,0.330462504327729,0.297103945059327,0.229190117727781,0.286592225684406,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_Minimal_Model",1,46,0.0957870378945365,0.0957870378945365,0.200307310234151,0.667031834612336,2014.38941501474,4,0.0869565217391304,0.986842865149265,0.953567841077267,0.9,7.3,7.3,0.338094352007511,0.422831292518162,0.233886883143959,0.2317407277248,0.730562156103485,0.444444444444444,0.431343670943279,0.391423082299583,0.331604175889877,0.433963825643512,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Agg_Model",2,46,0.0295860246779284,0.0295860246779284,0.17852376673822,0.590231237774294,2037.16319678437,1,0.0217391304347826,1.00418300743958,0.957614633134068,0.4,3.1,3.1,0.0619991427081029,0.307580759754518,0.24329687715361,0.246301927666959,0.590168890164315,0.111111111111111,0.300761417445137,0.289869519489501,0.204292259872077,0.262831356178331,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Estu_Model",5,46,0.0224948722475443,0.0224948722475443,0.185588320956407,0.62195185057602,2144.13028903592,1,0.0217391304347826,1.04853396635189,0.951539999487543,0.3,2.9,2.9,0.0324250754950389,0.344957306758261,0.287495056775205,0.283545173399098,0.800913016635114,0.111111111111111,0.366447613915905,0.349867125812543,0.221625813009502,0.315380313354946,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_GenB_Model",1,46,0.254496146473743,0.254496146473743,0.309398169446967,0.988409525362859,3868.5131175626,9,0.195652173913043,1.90172111350964,0.957690623794201,0.7,5.6,5.6,1,1,1,1,0.587532585454994,1,0.896883146363749,0.917506517090999,1,0.917506517090999,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Gen_Model",1,46,0.0638883900764608,0.0638883900764608,0.189285140093835,0.650211871955894,2218.27159850344,3,0.0652173913043478,1.08108496318798,0.957656229619154,0.4,3.5,3.5,0.205059169949447,0.364516125331509,0.318129814103368,0.31087952656133,0.588725804799218,0.333333333333333,0.369107728545885,0.357462088148974,0.295901703128108,0.361952849503375,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Size_Model",3,46,0.0411294532193014,0.0411294532193014,0.182949349100969,0.615648347038424,2107.35872251378,2,0.0434782608695652,1.03570347831095,0.956979459454811,0.4,3.1,3.1,0.110141688634629,0.330995257271486,0.272301259618495,0.272770907617904,0.61220464243866,0.222222222222222,0.331410711990818,0.319682751116235,0.23781273517487,0.309573014037099,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_WC_Model",4,46,0.0248526682124642,0.0248526682124642,0.178359531802863,0.587161319269604,2032.69449090224,1,0.0217391304347826,1.00153489727495,0.956951722913041,0.3,2.9,2.9,0.0422584018867344,0.306711839424739,0.241450433905533,0.244078205339284,0.613166891951449,0.111111111111111,0.300896891792114,0.289533154501548,0.196806891739002,0.262939735655913,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"Early_Stu_DeadAlive_Model",6,46,0.0204517660915882,0.0204517660915882,0.120387819788936,0.36178821619776,1448.34348235681,0,0,0.71087541678155,0.974626067129222,2.1,32.1,32.1,0.0239041814128906,0,0,0,0,0,0.00597604535322265,0.00478083628257812,0.00796806047096354,0.00478083628257812,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"Individual_Data_Model",5,46,0.0342121878355865,0.0342121878355865,0.195107532396263,0.57834207398683,2072.70006795169,2,0.0434782608695652,1.03790683458647,0.947023433307056,0.9,7.2,7.2,0.0812928275507754,0.395320746945945,0.257980505379653,0.274621152600589,0.957603913525497,0.222222222222222,0.423049498350467,0.393363829200492,0.244864693292124,0.382884043124818,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"Individual_Inverse_Data_Model",5,46,0.014720116369514,0.014720116369514,0.190107267408576,0.619443694252753,2123.88372165771,2,0.0434782608695652,1.05906982952388,0.945801379351428,2.7,23,23,0,0.368865767116887,0.279129293035471,0.292392552367623,1,0.222222222222222,0.41199876503809,0.388077522503996,0.215998353384119,0.374043456474916,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"Inverse_SM_Both_Data_Model",2,46,0.103885782006149,0.103885782006149,0.213715227379993,0.739576898106346,2584.9733896194,5,0.108695652173913,1.25863723155697,0.957558899946034,4.4,37.5,37.5,0.371870639437458,0.493768768535221,0.469648858794123,0.459977154286593,0.592102412860672,0.555555555555555,0.481847669906868,0.477473566782813,0.445096088922267,0.496589247036606,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"Inverse_SM_Ground_Data_Model",2,46,0.0517625868443062,0.0517625868443062,0.181479033529051,0.575467532182882,1987.50656036221,2,0.0434782608695652,0.983798317311248,0.95790605450528,3.2,27.2,27.2,0.154487796210031,0.323216235780979,0.222779044147276,0.22918410108007,0.580058759103814,0.222222222222222,0.320135458810525,0.301945187264434,0.233494358712762,0.300552811492864,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"MoR_Clarity_Model",4,46,0.0480597768505091,0.0480597768505091,0.171989367820572,0.597519260193186,1864.49673450557,1,0.0217391304347826,0.895982038776011,0.957788609550292,21,Inf,21,0.139045009905714,0.273009113654342,0.171952100421001,0.155441315783439,0.58413321624599,0.111111111111111,0.292034860056761,0.264716151202097,0.194668741327019,0.255850110267631,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"MoR_ESTU_Single_Model",5,46,0.0375330688757593,0.0375330688757593,0.180023445674666,0.568009756807054,1945.33149208737,2,0.0434782608695652,0.954957505283975,0.954104336390408,20.1,Inf,20.1,0.0951427567481569,0.315515134454945,0.205352551532324,0.204965336124615,0.711949801399858,0.222222222222222,0.331990061033821,0.30658511605198,0.205336814245142,0.310036493271501,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"SM_Data_Model",2,46,0.0734417013211216,0.0734417013211216,0.189759272490935,0.597856821207099,2003.19895980314,2,0.0434782608695652,0.996516442960913,0.957564396377973,0.7,5.4,5.4,0.244901814939891,0.367024624987522,0.229263052215407,0.239864011739031,0.591911727987303,0.222222222222222,0.358275305032531,0.334593046373831,0.28039649738094,0.331064688470469,"04.5_Specialized - Early_Stu_DeadAlive_Model - Ground","Early_Stu_DeadAlive_Model","Ground","04.5_Specialized_General",4.5
"All_Clarity_Model",1,29,0.0945201784954001,0.0945201784954001,0.298190492073333,1.23809512712725,55085.2341194967,5,0.172413793103448,0.797137411249588,0.954039099860193,0.9,10.1,10.1,0.29132032998937,0,0.176542956425349,0.162628484226657,0.120991991110858,0,0.147213819381394,0.150296752350447,0.155954428804906,0.117771055505115,"04.5_Specialized - All_Systems_Discharge_Model - Ground","All_Systems_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Minimal_Model",1,29,0.214058564360208,0.214058564360208,0.347424599689258,1.70056974960488,48961.2843083227,6,0.206896551724138,0.740887901588194,0.958649509201298,0.7,8.1,8.1,0.760259764880818,0.404933743562645,0,0.0230968270417679,0,0.2,0.291298377110866,0.237658067097046,0.388397836147821,0.273038701688693,"04.5_Specialized - All_Systems_Discharge_Model - Ground","All_Systems_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_GenB_Model",1,29,0.275171276579922,0.275171276579922,0.419776080823626,1.49773083976305,83649.4414298078,10,0.344827586206897,1.13470766675266,0.920945515423817,0.5,5.6,5.6,1,1,1,1,0.989474240236277,1,0.997368560059069,0.997894848047255,1,0.997894848047255,"04.5_Specialized - All_Systems_Discharge_Model - Ground","All_Systems_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Gen_Model",1,29,0.0202590705026513,0.0202590705026513,0.30204342469182,0.982374199542917,61797.626009596,7,0.241379310344828,0.846301531850363,0.920544430519838,0.3,3.5,3.5,0,0.0316890567220078,0.370049687457242,0.284584235712469,1,0.4,0.350434686044812,0.337264595978344,0.133912914726417,0.36034774883585,"04.5_Specialized - All_Systems_Discharge_Model - Ground","All_Systems_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Systems_Discharge_Model",6,29,0.157376454087799,0.157376454087799,0.322332414871601,1.17802819938161,49569.1986393623,6,0.206896551724138,0.731576859047418,0.957542354193598,0.8,8.8,8.8,0.537900423424932,0.198559081272772,0.0175251261953915,0,0.0290553135175476,0.2,0.195759986102661,0.156607988882129,0.251328210297699,0.196607988882129,"04.5_Specialized - All_Systems_Discharge_Model - Ground","All_Systems_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Clarity_Model",1,34,0.258964758616769,0.258964758616769,0.479982688300401,2.2144453463363,42428.3691710439,9,0.264705882352941,0.893704365499519,0.873994241779777,0.9,10.8,10.8,0.98745129412757,0.365986476786297,0.0149652935275147,0.0247991334288778,0.504881822332342,0,0.468321221693431,0.37961680404052,0.456134354813794,0.374656977354745,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_Minimal_Model",1,34,0.205928023636397,0.205928023636397,0.459562204706462,2.42025025262917,41029.3198426326,9,0.264705882352941,0.862076657528738,0.893174056470132,0.9,9.8,9.8,0.735441017670158,0.241508934331383,0.00567323221683996,0,0.250364871335536,0,0.30824701388848,0.246597611110784,0.327541061406127,0.246597611110784,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_ROM_Agg_Model",2,34,0.261605692141617,0.261605692141617,0.583992315208087,2.66249455027393,190739.072090002,17,0.5,2.13743202675919,0.836683269523115,0.6,6.2,6.2,1,1,1,1,1,0.8,1,1,1,0.96,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_ROM_GenB_Model",1,34,-0.0511510403475488,0.0511510403475488,0.419942775096577,1.01246405628795,72200.5573955539,12,0.352941176470588,1.16233760478407,0.866735623580905,0.5,5.6,5.6,0,0,0.212703137874452,0.235433162002925,0.601203992397716,0.3,0.203476782568042,0.209868058455019,0.0709010459581507,0.222781426054434,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_ROM_Gen_Model",1,34,0.237092384484009,0.237092384484009,0.576442385350203,1.60168129849775,121835.267141065,19,0.558823529411765,1.79299600095882,0.863476543611592,0.6,6.5,6.5,0.88352213909914,0.953977744449924,0.542361825904088,0.729929371757616,0.644452121237124,1,0.756078457672569,0.750848640489578,0.793287236484384,0.804862766138055,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_Systems_Discharge_Model",6,34,0.147154284286559,0.147154284286559,0.423811554650249,1.93559856167897,40175.1356678281,10,0.294117647058824,0.868829114565749,0.91204097994373,1.3,15,15,0.456170691028252,0.0235829954234653,0,0.00529456902752218,0,0.1,0.119938421612929,0.0970096510958478,0.159917895483906,0.115950737290343,"04.5_Specialized - All_Systems_Discharge_Model - Aerial","All_Systems_Discharge_Model","Aerial","04.5_Specialized_General",4.5
"All_Clarity_Model",1,18,0.0597388803518359,0.0597388803518359,0.280046997898547,0.746848857189932,39681.1762235797,4,0.222222222222222,1.05758630751744,0.64682257423171,0.7,7.5,7.5,0.0806044211462524,0.0451271049558713,0.203737147659032,0.102276058776929,0.77715417155144,0.333333333333333,0.276655711328149,0.241779780817905,0.109822891253718,0.287991235729186,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Minimal_Model",1,18,0.180102037500457,0.180102037500457,0.326415764164361,1.07274080675072,36516.6664368561,4,0.222222222222222,1.02817116851005,0.677411796222156,0.5,5.4,5.4,0.373743820842435,0.243941452379598,0.0922255410071669,0.067041500482508,0.492060089178914,0.333333333333333,0.300492725852028,0.253802480778124,0.2366369380764,0.307060847348289,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Agg_Model",2,18,0.102285439635095,0.102285439635095,0.288834826644605,0.893466208931242,41183.0547438775,4,0.222222222222222,1.0946104571135,0.66559518101529,0.3,3.1,3.1,0.184224774275013,0.0828064865336199,0.256660632837358,0.146624975738219,0.602191921567553,0.333333333333333,0.281470953803386,0.254501758190353,0.174563964548664,0.291843429709375,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_GenB_Model",1,18,0.437243080244492,0.437243080244492,0.502748622090175,1.49773083976305,62277.7620382209,8,0.444444444444444,1.8070401335221,0.667421712091766,0.5,5.6,5.6,1,1,1,1,0.585168500660171,1,0.896292125165043,0.917033700132034,1,0.917033700132034,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Gen_Model",1,18,0.15197968764538,0.15197968764538,0.307826959250823,0.982374199542917,42983.7089259986,5,0.277777777777778,1.14014740462481,0.666072235365783,0.3,3.5,3.5,0.305253022247112,0.164238639130569,0.320112432454206,0.201170841771157,0.597745735510976,0.5,0.346837457335716,0.317704134222804,0.263201364610629,0.377469965868573,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_Size_Model",3,18,0.0802996092087324,0.0802996092087324,0.28750408902574,0.876663489299633,41435.4894640261,3,0.166666666666667,1.10297638230724,0.653634859330899,0.3,3.1,3.1,0.130679210286126,0.0771007118798334,0.265555976228801,0.156645995147701,0.713663110228599,0.166666666666667,0.29674975215584,0.268729000754212,0.157778632798253,0.270733135058005,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_ROM_WC_Model",4,18,0.0539372298810853,0.0539372298810853,0.282910440528694,0.830775778299027,40962.0411789311,2,0.111111111111111,1.0957364321596,0.652379743671786,0.3,3,3,0.0664747457826947,0.0574046254452961,0.248872514177582,0.147973710938487,0.725360892121124,0,0.274528194381674,0.249217297693037,0.124250628468524,0.219622555505339,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Systems_Discharge_Model",6,18,0.131380834635264,0.131380834635264,0.304301101859948,1.04732392017994,36479.0654047673,4,0.222222222222222,0.972202393778198,0.674099889703189,0.6,6.9,6.9,0.255085383337814,0.149120897324427,0.0909005485809836,0,0.522927332230191,0.333333333333333,0.254508540368354,0.203606832294683,0.165035609747742,0.27027349896135,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"Individual_Data_Model",5,18,0.1087336775528,0.1087336775528,0.304412324483835,0.818834109477033,40634.2871486172,4,0.222222222222222,1.09780628420745,0.630667677788009,0.9,10,10,0.199929186132207,0.149597784142164,0.237323054397031,0.150453057462138,0.927719144366976,0.333333333333333,0.378642292259594,0.333004445300103,0.195616674890467,0.369580500474342,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"Individual_Inverse_Data_Model",5,18,0.0828353446398568,0.0828353446398568,0.348945326560318,1.20125628461838,51119.0150161878,4,0.222222222222222,1.36117228905658,0.622912290092067,3.6,42.5,42.5,0.136854887126758,0.340540965504808,0.60678591866926,0.465922749728227,1,0.333333333333333,0.521045442825206,0.51002090420581,0.361393923766942,0.483503020926832,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"Inverse_SM_Both_Data_Model",2,18,0.247046694376557,0.247046694376557,0.364513779689125,1.17452339315709,48720.4934214626,5,0.277777777777778,1.34025755970602,0.66209480736578,3.1,37.4,37.4,0.536784713042492,0.407293482305812,0.52226635177169,0.440870301384223,0.634815693884471,0.5,0.525290060251116,0.508406108477738,0.488781515706665,0.520232048200893,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"Inverse_SM_Ground_Data_Model",2,18,0.0489204737900934,0.0489204737900934,0.275938557992321,0.793091972751275,40241.4592618709,2,0.111111111111111,1.07257187162499,0.656274241985109,2.4,27.2,27.2,0.0542566476223111,0.0275114368097021,0.223480509503501,0.120226330301724,0.689063845295775,0,0.248578109807822,0.222907753906603,0.101749531311838,0.198862487846258,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"MoR_Clarity_Model",4,18,0.102330566702074,0.102330566702074,0.290371020970421,0.830795480447036,40474.2606118249,4,0.222222222222222,1.08327683416053,0.654338213256145,34.6,Inf,34.6,0.184334679345947,0.089393193427053,0.231684008406555,0.13304913649017,0.707107793393028,0.333333333333333,0.303129918643146,0.269113762212551,0.168470627059852,0.309170601581183,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"SM_Data_Model",2,18,0.0266426721336461,0.0266426721336461,0.269522163000732,0.731061458565882,39796.3533569922,2,0.111111111111111,1.05482518695284,0.655520667360128,0.4,4.5,4.5,0,0,0.207795781716752,0.0989686848608276,0.696087223212196,0,0.225970751232237,0.200570337957955,0.0692652605722506,0.180776600985789,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"Stellako_Discharge_Model",6,18,0.103969048962876,0.103969048962876,0.285791283525278,0.723721747893523,33899.4623998433,2,0.111111111111111,0.995699058997899,0.730207473969212,0.9,10.2,10.2,0.188325133881394,0.0697567531062483,0,0.0281451881019521,0,0,0.0645204717469105,0.0572454150179188,0.0860272956625474,0.0516163773975284,"04.5_Specialized - Stellako_Discharge_Model - Ground","Stellako_Discharge_Model","Ground","04.5_Specialized_General",4.5
"All_Clarity_Model",1,11,0.258737702592788,0.258737702592788,0.368889941892595,1.2246256987058,25152.9203476439,2,0.181818181818182,1.0897406274761,0.873067103602629,0.6,6.9,6.9,0.372002619303366,0.187818910641312,0.0375135032892177,0.0467378537935872,0.122888253242023,0,0.18005582161898,0.153392228053901,0.199111677744632,0.144044657295184,"04.5_Specialized - Stellako_Discharge_Model - Aerial","Stellako_Discharge_Model","Aerial","04.5_Specialized_General",4.5
