"lnlpe.sc","size","substrate_shade","lnlpe.sc:size","lnlpe.sc:substrate_shade","df","logLik","AICc","delta"
1.29586963655407,"+","+","+","+",13,-1721.68564773368,3471.83075492683,0
0.985203562915903,"+","+","+",,11,-1726.03781328257,3475.83562656513,4.00487163830576
0.985203663962958,"+",,"+",,9,-1728.53306218391,3476.25033489414,4.41957996731662
