"parameter","Estimate","std.error","cross.zero"
"(Intercept)",11.967484333681,0.25733019474382,"No"
"sizeMedium",-0.75023459482428,0.135063601522529,"No"
"ln.lpe.sc",0.701701186059554,0.0492624155114727,"No"
"substrate_shadeLight",0.459583677667116,0.169608745834601,"No"
"sizeX-Large",-0.402211746847124,0.247578519010294,"No"
"substrate_shadeMedium",0.0136314595000237,0.229299202517048,"Yes"
"discharge.sc",0.00284976739794493,0.00620643005879265,"Yes"
